wavelength_nm,absorbance
704.69,0.407682
705.72,0.409373
706.74,0.413675
707.77,0.390598
708.79,0.420753
709.82,0.422445
710.85,0.397219
711.87,0.410643
712.90,0.418519
713.92,0.410235
714.95,0.403539
715.97,0.403827
717.00,0.411542
718.03,0.411177
719.05,0.413389
720.08,0.406337
721.10,0.408602
722.13,0.421043
723.16,0.404467
724.18,0.419112
725.21,0.412560
726.23,0.408063
727.26,0.419318
728.29,0.397118
729.31,0.411618
730.34,0.411930
731.36,0.426856
732.39,0.414742
733.41,0.407695
734.44,0.413321
735.47,0.415483
736.49,0.414353
737.52,0.420562
738.54,0.416875
739.57,0.412577
740.60,0.423330
741.62,0.404323
742.65,0.430010
743.67,0.425532
744.70,0.417860
745.73,0.416280
746.75,0.423844
747.78,0.417260
748.80,0.428218
749.83,0.427595
750.85,0.412169
751.88,0.419140
752.91,0.423682
753.93,0.436242
754.96,0.429100
755.98,0.436287
757.01,0.427832
758.04,0.436687
759.06,0.422134
760.09,0.429515
761.11,0.446629
762.14,0.419238
763.17,0.416939
764.19,0.426998
765.22,0.418520
766.24,0.432727
767.27,0.425168
768.30,0.445502
769.32,0.429981
770.35,0.434382
771.37,0.431884
772.40,0.431531
773.42,0.439808
774.45,0.431695
775.48,0.430756
776.50,0.433440
777.53,0.434807
778.55,0.442951
779.58,0.438685
780.61,0.425931
781.63,0.434925
782.66,0.439679
783.68,0.419113
784.71,0.439324
785.74,0.415363
786.76,0.445114
787.79,0.448479
788.81,0.455078
789.84,0.455254
790.86,0.432415
791.89,0.444162
792.92,0.444796
793.94,0.435691
794.97,0.442797
795.99,0.435475
797.02,0.436782
798.05,0.445908
799.07,0.439961
800.10,0.447534
801.12,0.440050
802.15,0.457640
803.18,0.443034
804.20,0.438107
805.23,0.439241
806.25,0.439103
807.28,0.451435
808.30,0.447673
809.33,0.456049
810.36,0.449214
811.38,0.453745
812.41,0.448605
813.43,0.444018
814.46,0.449895
815.49,0.460494
816.51,0.441546
817.54,0.439121
818.56,0.442375
819.59,0.430637
820.62,0.436547
821.64,0.460102
822.67,0.441541
823.69,0.454952
824.72,0.459681
825.74,0.456659
826.77,0.440481
827.80,0.453901
828.82,0.452555
829.85,0.450375
830.87,0.468895
831.90,0.450978
832.93,0.454630
833.95,0.461062
834.98,0.438429
836.00,0.457603
837.03,0.456546
838.06,0.456162
839.08,0.437170
840.11,0.462223
841.13,0.456581
842.16,0.453177
843.19,0.464635
844.21,0.460334
845.24,0.460698
846.26,0.463844
847.29,0.472941
848.31,0.467125
849.34,0.464366
850.37,0.454682
851.39,0.446323
852.42,0.473565
853.44,0.463340
854.47,0.455209
855.50,0.470982
856.52,0.463496
857.55,0.464989
858.57,0.450880
859.60,0.462954
860.63,0.471620
861.65,0.463826
862.68,0.466554
863.70,0.467656
864.73,0.470498
865.75,0.485333
866.78,0.475163
867.81,0.482260
868.83,0.465076
869.86,0.483039
870.88,0.483467
871.91,0.468212
872.94,0.462715
873.96,0.479026
874.99,0.465209
876.01,0.486147
877.04,0.465825
878.07,0.476130
879.09,0.467757
880.12,0.486350
881.14,0.474613
882.17,0.485599
883.19,0.475624
884.22,0.481449
885.25,0.475910
886.27,0.485981
887.30,0.481399
888.32,0.478635
889.35,0.471557
890.38,0.480843
891.40,0.470686
892.43,0.483492
893.45,0.473470
894.48,0.491177
895.51,0.473683
896.53,0.491369
897.56,0.488620
898.58,0.463693
899.61,0.491296
900.64,0.484911
901.66,0.488085
902.69,0.476329
903.71,0.489814
904.74,0.485283
905.76,0.499229
906.79,0.489698
907.82,0.488006
908.84,0.504627
909.87,0.473639
910.89,0.475067
911.92,0.486534
912.95,0.493846
913.97,0.503707
915.00,0.484872
916.02,0.491088
917.05,0.503983
918.08,0.497424
919.10,0.493857
920.13,0.512438
921.15,0.487645
922.18,0.486812
923.20,0.496186
924.23,0.492310
925.26,0.490358
926.28,0.496343
927.31,0.494686
928.33,0.500224
929.36,0.505096
930.39,0.486964
931.41,0.501433
932.44,0.497337
933.46,0.490858
934.49,0.503408
935.52,0.495058
936.54,0.514596
937.57,0.493979
938.59,0.495595
939.62,0.493712
940.64,0.504006
941.67,0.488544
942.70,0.496442
943.72,0.499866
944.75,0.493432
945.77,0.513263
946.80,0.493880
947.83,0.495675
948.85,0.509106
949.88,0.501443
950.90,0.515083
951.93,0.507250
952.96,0.508466
953.98,0.507240
955.01,0.499122
956.03,0.511167
957.06,0.510008
958.09,0.516607
959.11,0.506621
960.14,0.498211
961.16,0.514742
962.19,0.516323
963.21,0.495339
964.24,0.506947
965.27,0.513027
966.29,0.507530
967.32,0.513452
968.34,0.509788
969.37,0.516683
970.40,0.515550
971.42,0.521103
972.45,0.503070
973.47,0.525488
974.50,0.511071
975.53,0.523641
976.55,0.504771
977.58,0.500556
978.60,0.503781
979.63,0.512220
980.65,0.514419
981.68,0.522289
982.71,0.529452
983.73,0.504251
984.76,0.508508
985.78,0.520176
986.81,0.519134
987.84,0.515528
988.86,0.528194
989.89,0.510438
990.91,0.511635
991.94,0.522684
992.97,0.524882
993.99,0.511344
995.02,0.518132
996.04,0.517844
997.07,0.518362
998.09,0.512116
999.12,0.524485
1000.15,0.519191
1001.17,0.523899
1002.20,0.523706
1003.22,0.525426
1004.25,0.529464
1005.28,0.528637
1006.30,0.534443
1007.33,0.528765
1008.35,0.520524
1009.38,0.522132
1010.41,0.512916
1011.43,0.521252
1012.46,0.514696
1013.48,0.532668
1014.51,0.524989
1015.53,0.528719
1016.56,0.525350
1017.59,0.526578
1018.61,0.527319
1019.64,0.533052
1020.66,0.541715
1021.69,0.530808
1022.72,0.543026
1023.74,0.533588
1024.77,0.533163
1025.79,0.528705
1026.82,0.537534
1027.85,0.532854
1028.87,0.536067
1029.90,0.528920
1030.92,0.527728
1031.95,0.526235
1032.98,0.544186
1034.00,0.525090
1035.03,0.534430
1036.05,0.533419
1037.08,0.525242
1038.10,0.533436
1039.13,0.548708
1040.16,0.537276
1041.18,0.549042
1042.21,0.530294
1043.23,0.543675
1044.26,0.528366
1045.29,0.516106
1046.31,0.537796
1047.34,0.534672
1048.36,0.544669
1049.39,0.549582
1050.42,0.544092
1051.44,0.544715
1052.47,0.535596
1053.49,0.541591
1054.52,0.554372
1055.54,0.540629
1056.57,0.562911
1057.60,0.539153
1058.62,0.544639
1059.65,0.538734
1060.67,0.550523
1061.70,0.537435
1062.73,0.543825
1063.75,0.555025
1064.78,0.547959
1065.80,0.538040
1066.83,0.548821
1067.86,0.545296
1068.88,0.561362
1069.91,0.534703
1070.93,0.551218
1071.96,0.554335
1072.98,0.543005
1074.01,0.542739
1075.04,0.562452
1076.06,0.542562
1077.09,0.546794
1078.11,0.557565
1079.14,0.566410
1080.17,0.543766
1081.19,0.555861
1082.22,0.563904
1083.24,0.550792
1084.27,0.561773
1085.30,0.557736
1086.32,0.560200
1087.35,0.551753
1088.37,0.560058
1089.40,0.571788
1090.43,0.556771
1091.45,0.578255
1092.48,0.552396
1093.50,0.556802
1094.53,0.570868
1095.55,0.558621
1096.58,0.567530
1097.61,0.556465
1098.63,0.562124
1099.66,0.563910
1100.68,0.572221
1101.71,0.554808
1102.74,0.557732
1103.76,0.580901
1104.79,0.568955
1105.81,0.543796
1106.84,0.570633
1107.87,0.562347
1108.89,0.569168
1109.92,0.571436
1110.94,0.570635
1111.97,0.574530
1112.99,0.576277
1114.02,0.584691
1115.05,0.562382
1116.07,0.576118
1117.10,0.561602
1118.12,0.577480
1119.15,0.574120
1120.18,0.563279
1121.20,0.571258
1122.23,0.572029
1123.25,0.577800
1124.28,0.568565
1125.31,0.577375
1126.33,0.583040
1127.36,0.569135
1128.38,0.560119
1129.41,0.572849
1130.43,0.562778
1131.46,0.574655
1132.49,0.579536
1133.51,0.564481
1134.54,0.591101
1135.56,0.585034
1136.59,0.563839
1137.62,0.568775
1138.64,0.583007
1139.67,0.585960
1140.69,0.575848
1141.72,0.583948
1142.75,0.567431
1143.77,0.578711
1144.80,0.577004
1145.82,0.579846
1146.85,0.575634
1147.87,0.587295
1148.90,0.582801
1149.93,0.580471
1150.95,0.588719
1151.98,0.583401
1153.00,0.591025
1154.03,0.582536
1155.06,0.588336
1156.08,0.589998
1157.11,0.588442
1158.13,0.594116
1159.16,0.580131
1160.19,0.585669
1161.21,0.585242
1162.24,0.586969
1163.26,0.581637
1164.29,0.586509
1165.32,0.583873
1166.34,0.593566
1167.37,0.597925
1168.39,0.587182
1169.42,0.593343
1170.44,0.583933
1171.47,0.589688
1172.50,0.573670
1173.52,0.593307
1174.55,0.584749
1175.57,0.596584
1176.60,0.601747
1177.63,0.602735
1178.65,0.588986
1179.68,0.586203
1180.70,0.613458
1181.73,0.595489
1182.76,0.608086
1183.78,0.608044
1184.81,0.587485
1185.83,0.594594
1186.86,0.593486
1187.88,0.582768
1188.91,0.590086
1189.94,0.611767
1190.96,0.593447
1191.99,0.601112
1193.01,0.599833
1194.04,0.605030
1195.07,0.592838
1196.09,0.581533
1197.12,0.601383
1198.14,0.597204
1199.17,0.609323
1200.20,0.601388
1201.22,0.609839
1202.25,0.610893
1203.27,0.595312
1204.30,0.596984
1205.32,0.615129
1206.35,0.589295
1207.38,0.605057
1208.40,0.611308
1209.43,0.598700
1210.45,0.615036
1211.48,0.616368
1212.51,0.618547
1213.53,0.615076
1214.56,0.619401
1215.58,0.615640
1216.61,0.607336
1217.64,0.615529
1218.66,0.605792
1219.69,0.635989
1220.71,0.606671
1221.74,0.594792
1222.77,0.618153
1223.79,0.601877
1224.82,0.617319
1225.84,0.617968
1226.87,0.606281
1227.89,0.617713
1228.92,0.611082
1229.95,0.625816
1230.97,0.624515
1232.00,0.623663
1233.02,0.612533
1234.05,0.624497
1235.08,0.615580
1236.10,0.617280
1237.13,0.631489
1238.15,0.619688
1239.18,0.626030
1240.21,0.610873
1241.23,0.608819
1242.26,0.623287
1243.28,0.617365
1244.31,0.607156
1245.33,0.622448
1246.36,0.629289
1247.39,0.639631
1248.41,0.617551
1249.44,0.623275
1250.46,0.620111
1251.49,0.617918
1252.52,0.635729
1253.54,0.631323
1254.57,0.614065
1255.59,0.621841
1256.62,0.626447
1257.65,0.632320
1258.67,0.624794
1259.70,0.625885
1260.72,0.629307
1261.75,0.621964
1262.77,0.622383
1263.80,0.638237
1264.83,0.643254
1265.85,0.621159
1266.88,0.619482
1267.90,0.617116
1268.93,0.637530
1269.96,0.658808
1270.98,0.628466
1272.01,0.632358
1273.03,0.633268
1274.06,0.628883
1275.09,0.627562
1276.11,0.621785
1277.14,0.633461
1278.16,0.621956
1279.19,0.635874
1280.21,0.629125
1281.24,0.622297
1282.27,0.632113
1283.29,0.626718
1284.32,0.632187
1285.34,0.648907
1286.37,0.636591
1287.40,0.635426
1288.42,0.634176
1289.45,0.639960
1290.47,0.643697
1291.50,0.621361
1292.53,0.643400
1293.55,0.621911
1294.58,0.629326
1295.60,0.630192
1296.63,0.654591
1297.66,0.657391
1298.68,0.641720
1299.71,0.655366
1300.73,0.649734
1301.76,0.650093
1302.78,0.660347
1303.81,0.644570
1304.84,0.647152
1305.86,0.651173
1306.89,0.654651
1307.91,0.647756
1308.94,0.633038
1309.97,0.638537
1310.99,0.651222
1312.02,0.643360
1313.04,0.654250
1314.07,0.646760
1315.10,0.662516
1316.12,0.636544
1317.15,0.647738
1318.17,0.651988
1319.20,0.655414
1320.22,0.644395
1321.25,0.654039
1322.28,0.653767
1323.30,0.645545
1324.33,0.659696
1325.35,0.657412
1326.38,0.657909
1327.41,0.669245
1328.43,0.672123
1329.46,0.654840
1330.48,0.663597
1331.51,0.669431
1332.54,0.660791
1333.56,0.681396
1334.59,0.660778
1335.61,0.679519
1336.64,0.676391
1337.66,0.689159
1338.69,0.673763
1339.72,0.671304
1340.74,0.686009
1341.77,0.667573
1342.79,0.676699
1343.82,0.694049
1344.85,0.682385
1345.87,0.681615
1346.90,0.686704
1347.92,0.682722
1348.95,0.695981
1349.98,0.692676
1351.00,0.695178
1352.03,0.705842
1353.05,0.700019
1354.08,0.696019
1355.11,0.702857
1356.13,0.706860
1357.16,0.728121
1358.18,0.729386
1359.21,0.716206
1360.23,0.739408
1361.26,0.737823
1362.29,0.736251
1363.31,0.731243
1364.34,0.751051
1365.36,0.750807
1366.39,0.744867
1367.42,0.751162
1368.44,0.755392
1369.47,0.755637
1370.49,0.765942
1371.52,0.765691
1372.55,0.774538
1373.57,0.799276
1374.60,0.790365
1375.62,0.774234
1376.65,0.801296
1377.67,0.795754
1378.70,0.800467
1379.73,0.818228
1380.75,0.814581
1381.78,0.842284
1382.80,0.841171
1383.83,0.839716
1384.86,0.853367
1385.88,0.866382
1386.91,0.868788
1387.93,0.868429
1388.96,0.882322
1389.99,0.894699
1391.01,0.894552
1392.04,0.908712
1393.06,0.909249
1394.09,0.917387
1395.11,0.926719
1396.14,0.937068
1397.17,0.941077
1398.19,0.954871
1399.22,0.959764
1400.24,0.965481
1401.27,0.969183
1402.30,0.977818
1403.32,0.991251
1404.35,0.996332
1405.37,1.012988
1406.40,1.016561
1407.43,1.020467
1408.45,1.043962
1409.48,1.063570
1410.50,1.052383
1411.53,1.071011
1412.55,1.087222
1413.58,1.087754
1414.61,1.107728
1415.63,1.098976
1416.66,1.111761
1417.68,1.111203
1418.71,1.123482
1419.74,1.129274
1420.76,1.157681
1421.79,1.139589
1422.81,1.168857
1423.84,1.180634
1424.87,1.183677
1425.89,1.194600
1426.92,1.182073
1427.94,1.204772
1428.97,1.213964
1430.00,1.212934
1431.02,1.209712
1432.05,1.227609
1433.07,1.245678
1434.10,1.232455
1435.12,1.231159
1436.15,1.238860
1437.18,1.252537
1438.20,1.257285
1439.23,1.274880
1440.25,1.254214
1441.28,1.277925
1442.31,1.266817
1443.33,1.291395
1444.36,1.290369
1445.38,1.277838
1446.41,1.273731
1447.44,1.280042
1448.46,1.281333
1449.49,1.274856
1450.51,1.276245
1451.54,1.283861
1452.56,1.283877
1453.59,1.287860
1454.62,1.266614
1455.64,1.281307
1456.67,1.271112
1457.69,1.275001
1458.72,1.275140
1459.75,1.272154
1460.77,1.248787
1461.80,1.264752
1462.82,1.253164
1463.85,1.260250
1464.88,1.265636
1465.90,1.256585
1466.93,1.242837
1467.95,1.241298
1468.98,1.234943
1470.00,1.227621
1471.03,1.218217
1472.06,1.222261
1473.08,1.218174
1474.11,1.193814
1475.13,1.213253
1476.16,1.203572
1477.19,1.191718
1478.21,1.177158
1479.24,1.177906
1480.26,1.169927
1481.29,1.153492
1482.32,1.145071
1483.34,1.153137
1484.37,1.131959
1485.39,1.135662
1486.42,1.105293
1487.45,1.098913
1488.47,1.087627
1489.50,1.092099
1490.52,1.082071
1491.55,1.061164
1492.57,1.076426
1493.60,1.065172
1494.63,1.046173
1495.65,1.041260
1496.68,1.027166
1497.70,1.028673
1498.73,1.031868
1499.76,1.017383
1500.78,1.010112
1501.81,0.983027
1502.83,0.983434
1503.86,0.973049
1504.89,0.970812
1505.91,0.964772
1506.94,0.955486
1507.96,0.950161
1508.99,0.947993
1510.01,0.939942
1511.04,0.933200
1512.07,0.923155
1513.09,0.910115
1514.12,0.900066
1515.14,0.898767
1516.17,0.887049
1517.20,0.895862
1518.22,0.875342
1519.25,0.900226
1520.27,0.886540
1521.30,0.858863
1522.33,0.858734
1523.35,0.863468
1524.38,0.843952
1525.40,0.847629
1526.43,0.839758
1527.45,0.845552
1528.48,0.826346
1529.51,0.819439
1530.53,0.834916
1531.56,0.808838
1532.58,0.840686
1533.61,0.807311
1534.64,0.816410
1535.66,0.826241
1536.69,0.803405
1537.71,0.793385
1538.74,0.806207
1539.77,0.793390
1540.79,0.797719
1541.82,0.786270
1542.84,0.793700
1543.87,0.770505
1544.89,0.795802
1545.92,0.793285
1546.95,0.778276
1547.97,0.781276
1549.00,0.765117
1550.02,0.773294
1551.05,0.764992
1552.08,0.770701
1553.10,0.796807
1554.13,0.769414
1555.15,0.752538
1556.18,0.751722
1557.21,0.774891
1558.23,0.767670
1559.26,0.775138
1560.28,0.748480
1561.31,0.757154
1562.34,0.765190
1563.36,0.768322
1564.39,0.762057
1565.41,0.757785
1566.44,0.763845
1567.46,0.747536
1568.49,0.762561
1569.52,0.756447
1570.54,0.750330
1571.57,0.750653
1572.59,0.765632
1573.62,0.753799
1574.65,0.756254
1575.67,0.760293
1576.70,0.769857
1577.72,0.763685
1578.75,0.746059
1579.78,0.757861
1580.80,0.758430
1581.83,0.764852
1582.85,0.761371
1583.88,0.765555
1584.90,0.759936
1585.93,0.771787
1586.96,0.761256
1587.98,0.749917
1589.01,0.777831
1590.03,0.760474
1591.06,0.745088
1592.09,0.756498
1593.11,0.764907
1594.14,0.750532
1595.16,0.761467
1596.19,0.762249
1597.22,0.761311
1598.24,0.758004
1599.27,0.768787
1600.29,0.762822
1601.32,0.762670
1602.34,0.759156
1603.37,0.768116
1604.40,0.759477
1605.42,0.762144
1606.45,0.772343
1607.47,0.755879
1608.50,0.773041
1609.53,0.774903
1610.55,0.775992
1611.58,0.760880
1612.60,0.760497
1613.63,0.771230
1614.66,0.767303
1615.68,0.768856
1616.71,0.784396
1617.73,0.774614
1618.76,0.792298
1619.79,0.785185
1620.81,0.780104
1621.84,0.774491
1622.86,0.781270
1623.89,0.774968
1624.91,0.770010
1625.94,0.770476
1626.97,0.770517
1627.99,0.784201
1629.02,0.775055
1630.04,0.773092
1631.07,0.779520
1632.10,0.778883
1633.12,0.780375
1634.15,0.782856
1635.17,0.772261
1636.20,0.780838
1637.23,0.775331
1638.25,0.784480
1639.28,0.781365
1640.30,0.786772
1641.33,0.791433
1642.35,0.779483
1643.38,0.796758
1644.41,0.811041
1645.43,0.811532
1646.46,0.788164
1647.48,0.787596
1648.51,0.780543
1649.54,0.795005
1650.56,0.786762
1651.59,0.793968
1652.61,0.805909
1653.64,0.799523
1654.67,0.796499
1655.69,0.816248
1656.72,0.804625
1657.74,0.798478
1658.77,0.801947
1659.79,0.808995
1660.82,0.831349
1661.85,0.835687
1662.87,0.811637
1663.90,0.834000
1664.92,0.832646
1665.95,0.837984
1666.98,0.823357
1668.00,0.830302
1669.03,0.839949
1670.05,0.834507
1671.08,0.835541
1672.11,0.853314
1673.13,0.851347
1674.16,0.852184
1675.18,0.848567
1676.21,0.855663
1677.23,0.869595
1678.26,0.880665
1679.29,0.866902
1680.31,0.879898
1681.34,0.883643
1682.36,0.869020
1683.39,0.902617
1684.42,0.896907
1685.44,0.891409
1686.47,0.910811
1687.49,0.897533
1688.52,0.895929
1689.55,0.911952
1690.57,0.909529
1691.60,0.930021
1692.62,0.927776
1693.65,0.936356
1694.68,0.950667
1695.70,0.933045
1696.73,0.949070
1697.75,0.950299
1698.78,0.963303
1699.80,0.957463
1700.83,0.975821
1701.86,0.972183
1702.88,0.970518
1703.91,0.977905
1704.93,0.984468
1705.96,0.988421
1706.99,0.991836
1708.01,1.017433
1709.04,1.000128
1710.06,1.004390
1711.09,1.006574
1712.12,1.025262
1713.14,1.022990
1714.17,1.024638
1715.19,1.021832
1716.22,1.041660
1717.24,1.030875
1718.27,1.024919
1719.30,1.042902
1720.32,1.032954
1721.35,1.054310
1722.37,1.058067
1723.40,1.052788
1724.43,1.046582
1725.45,1.051298
1726.48,1.055736
1727.50,1.060293
1728.53,1.057042
1729.56,1.063603
1730.58,1.063729
1731.61,1.047836
1732.63,1.063684
1733.66,1.050505
1734.68,1.066374
1735.71,1.069183
1736.74,1.059921
1737.76,1.064576
1738.79,1.046815
1739.81,1.062806
1740.84,1.049067
1741.87,1.053016
1742.89,1.046009
1743.92,1.051835
1744.94,1.043002
1745.97,1.058363
1747.00,1.040162
1748.02,1.032403
1749.05,1.031806
1750.07,1.030807
1751.10,1.030308
1752.13,1.032239
1753.15,1.029977
1754.18,1.030810
1755.20,1.005345
1756.23,1.022300
1757.25,1.011760
1758.28,1.006249
1759.31,1.001980
1760.33,0.997360
1761.36,1.002915
1762.38,0.990836
1763.41,0.991693
1764.44,0.984865
1765.46,0.976969
1766.49,0.990552
1767.51,0.958107
1768.54,0.976059
1769.57,0.973709
1770.59,0.973623
1771.62,0.965810
1772.64,0.950670
1773.67,0.956808
1774.69,0.960051
1775.72,0.942691
1776.75,0.936168
1777.77,0.933301
1778.80,0.955634
1779.82,0.935823
1780.85,0.945219
1781.88,0.947775
1782.90,0.950448
1783.93,0.935396
1784.95,0.941221
1785.98,0.942651
1787.01,0.938117
1788.03,0.930051
1789.06,0.940258
1790.08,0.920017
1791.11,0.929777
1792.13,0.930724
1793.16,0.939068
1794.19,0.930774
1795.21,0.926807
1796.24,0.922204
1797.26,0.917622
1798.29,0.941119
1799.32,0.933986
1800.34,0.930481
1801.37,0.950361
1802.39,0.933959
1803.42,0.943089
1804.45,0.941744
1805.47,0.945299
1806.50,0.939125
1807.52,0.954635
1808.55,0.948189
1809.57,0.937769
1810.60,0.960450
1811.63,0.951217
1812.65,0.955564
1813.68,0.962583
1814.70,0.957752
1815.73,0.970301
1816.76,0.955089
1817.78,0.965630
1818.81,0.969745
1819.83,0.965931
1820.86,0.989458
1821.89,0.985620
1822.91,0.992914
1823.94,1.004644
1824.96,1.014128
1825.99,1.000747
1827.02,1.006634
1828.04,1.005944
1829.07,1.009469
1830.09,1.019467
1831.12,1.018017
1832.14,1.035304
1833.17,1.043807
1834.20,1.038068
1835.22,1.021455
1836.25,1.053066
1837.27,1.054704
1838.30,1.061980
1839.33,1.054312
1840.35,1.062598
1841.38,1.083637
1842.40,1.086514
1843.43,1.092423
1844.46,1.107672
1845.48,1.099973
1846.51,1.099736
1847.53,1.115168
1848.56,1.107996
1849.58,1.128102
1850.61,1.147088
1851.64,1.144298
1852.66,1.147262
1853.69,1.179349
1854.71,1.159542
1855.74,1.174032
1856.77,1.180506
1857.79,1.184732
1858.82,1.187949
1859.84,1.212399
1860.87,1.203881
1861.90,1.224503
1862.92,1.241423
1863.95,1.233253
1864.97,1.237748
1866.00,1.252483
1867.02,1.256562
1868.05,1.267618
1869.08,1.277616
1870.10,1.289666
1871.13,1.299228
1872.15,1.308886
1873.18,1.304161
1874.21,1.299228
1875.23,1.329883
1876.26,1.330498
1877.28,1.324892
1878.31,1.347985
1879.34,1.360072
1880.36,1.363270
1881.39,1.357942
1882.41,1.379147
1883.44,1.385477
1884.47,1.395700
1885.49,1.424767
1886.52,1.414313
1887.54,1.419162
1888.57,1.436464
1889.59,1.428977
1890.62,1.445325
1891.65,1.433564
