wavelength_nm,absorbance
1031.95,0.532322
1032.98,0.541506
1034.00,0.539333
1035.03,0.559493
1036.05,0.553479
1037.08,0.551298
1038.10,0.542219
1039.13,0.528912
1040.16,0.549034
1041.18,0.546797
1042.21,0.555735
1043.23,0.538736
1044.26,0.545471
1045.29,0.554541
1046.31,0.550926
1047.34,0.541544
1048.36,0.543376
1049.39,0.547763
1050.42,0.550365
1051.44,0.541143
1052.47,0.550747
1053.49,0.545965
1054.52,0.553266
1055.54,0.562394
1056.57,0.553934
1057.60,0.559020
1058.62,0.546863
1059.65,0.540998
1060.67,0.553651
1061.70,0.535969
1062.73,0.543916
1063.75,0.548359
1064.78,0.556691
1065.80,0.539167
1066.83,0.557228
1067.86,0.545188
1068.88,0.551854
1069.91,0.573971
1070.93,0.558791
1071.96,0.569777
1072.98,0.558085
1074.01,0.557790
1075.04,0.549358
1076.06,0.538429
1077.09,0.563182
1078.11,0.560421
1079.14,0.560700
1080.17,0.559753
1081.19,0.553044
1082.22,0.563307
1083.24,0.560781
1084.27,0.554207
1085.30,0.559161
1086.32,0.551372
1087.35,0.569988
1088.37,0.564381
1089.40,0.565222
1090.43,0.560483
1091.45,0.556522
1092.48,0.560913
1093.50,0.556308
1094.53,0.577003
1095.55,0.561476
1096.58,0.563962
1097.61,0.561130
1098.63,0.570487
1099.66,0.567526
1100.68,0.571043
1101.71,0.562289
1102.74,0.563300
1103.76,0.560039
1104.79,0.577317
1105.81,0.566555
1106.84,0.586674
1107.87,0.576341
1108.89,0.571227
1109.92,0.571820
1110.94,0.562297
1111.97,0.585272
1112.99,0.561661
1114.02,0.587359
1115.05,0.570898
1116.07,0.572756
1117.10,0.574789
1118.12,0.569352
1119.15,0.575293
1120.18,0.568670
1121.20,0.575971
1122.23,0.571160
1123.25,0.567306
1124.28,0.582000
1125.31,0.569519
1126.33,0.580977
1127.36,0.590240
1128.38,0.583396
1129.41,0.586544
1130.43,0.576454
1131.46,0.572409
1132.49,0.577225
1133.51,0.574300
1134.54,0.587241
1135.56,0.573949
1136.59,0.569665
1137.62,0.595766
1138.64,0.576212
1139.67,0.590412
1140.69,0.593432
1141.72,0.593535
1142.75,0.581491
1143.77,0.576926
1144.80,0.581604
1145.82,0.576491
1146.85,0.583398
1147.87,0.588309
1148.90,0.585253
1149.93,0.590139
1150.95,0.598057
1151.98,0.585310
1153.00,0.586895
1154.03,0.591731
1155.06,0.581564
1156.08,0.574998
1157.11,0.595054
1158.13,0.593185
1159.16,0.599248
1160.19,0.601007
1161.21,0.594017
1162.24,0.609483
1163.26,0.583158
1164.29,0.591987
1165.32,0.588212
1166.34,0.582564
1167.37,0.591227
1168.39,0.603590
1169.42,0.598019
1170.44,0.582358
1171.47,0.589467
1172.50,0.601315
1173.52,0.586213
1174.55,0.601734
1175.57,0.594631
1176.60,0.592898
1177.63,0.602310
1178.65,0.595663
1179.68,0.605879
1180.70,0.607174
1181.73,0.602991
1182.76,0.596005
1183.78,0.603744
1184.81,0.590226
1185.83,0.608000
1186.86,0.593672
1187.88,0.590309
1188.91,0.604000
1189.94,0.617349
1190.96,0.608666
1191.99,0.604645
1193.01,0.606543
1194.04,0.599851
1195.07,0.592239
1196.09,0.605995
1197.12,0.598075
1198.14,0.617114
1199.17,0.609676
1200.20,0.619787
1201.22,0.606886
1202.25,0.601680
1203.27,0.603990
1204.30,0.614194
1205.32,0.605800
1206.35,0.605207
1207.38,0.612344
1208.40,0.610623
1209.43,0.612118
1210.45,0.608855
1211.48,0.620573
1212.51,0.604710
1213.53,0.615766
1214.56,0.597719
1215.58,0.620927
1216.61,0.607193
1217.64,0.612677
1218.66,0.620663
1219.69,0.612638
1220.71,0.602578
1221.74,0.614599
1222.77,0.641842
1223.79,0.609749
1224.82,0.616043
1225.84,0.611977
1226.87,0.611629
1227.89,0.614653
1228.92,0.617634
1229.95,0.602990
1230.97,0.631093
1232.00,0.619950
1233.02,0.622882
1234.05,0.602836
1235.08,0.610918
1236.10,0.629365
1237.13,0.626505
1238.15,0.636708
1239.18,0.612288
1240.21,0.630210
1241.23,0.614484
1242.26,0.628485
1243.28,0.614833
1244.31,0.623790
1245.33,0.634591
1246.36,0.621773
1247.39,0.614274
1248.41,0.633557
1249.44,0.633795
1250.46,0.637606
1251.49,0.629353
1252.52,0.628861
1253.54,0.643834
1254.57,0.630467
1255.59,0.636095
1256.62,0.625902
1257.65,0.621635
1258.67,0.624223
1259.70,0.627903
1260.72,0.627498
1261.75,0.623011
1262.77,0.636457
1263.80,0.647941
1264.83,0.617275
1265.85,0.631050
1266.88,0.637814
1267.90,0.644566
1268.93,0.626366
1269.96,0.627134
1270.98,0.643285
1272.01,0.629806
1273.03,0.626491
1274.06,0.638694
1275.09,0.618084
1276.11,0.640951
1277.14,0.616708
1278.16,0.652645
1279.19,0.625586
1280.21,0.652575
1281.24,0.639106
1282.27,0.642069
1283.29,0.650543
1284.32,0.648210
1285.34,0.644599
1286.37,0.638952
1287.40,0.644083
1288.42,0.627193
1289.45,0.651675
1290.47,0.637027
1291.50,0.666115
1292.53,0.633097
1293.55,0.635947
1294.58,0.653407
1295.60,0.660962
1296.63,0.647824
1297.66,0.652921
1298.68,0.641902
1299.71,0.659620
1300.73,0.639271
1301.76,0.652282
1302.78,0.634650
1303.81,0.639769
1304.84,0.651558
1305.86,0.639886
1306.89,0.656413
1307.91,0.644374
1308.94,0.648031
1309.97,0.672300
1310.99,0.662888
1312.02,0.648415
1313.04,0.660916
1314.07,0.663766
1315.10,0.640544
1316.12,0.650417
1317.15,0.660746
1318.17,0.647702
1319.20,0.661009
1320.22,0.651347
1321.25,0.650678
1322.28,0.665633
1323.30,0.661909
1324.33,0.648828
1325.35,0.652631
1326.38,0.667706
1327.41,0.660645
1328.43,0.654767
1329.46,0.667383
1330.48,0.659843
1331.51,0.668718
1332.54,0.664983
1333.56,0.684258
1334.59,0.680193
1335.61,0.687118
1336.64,0.668318
1337.66,0.680027
1338.69,0.689073
1339.72,0.678253
1340.74,0.686514
1341.77,0.682194
1342.79,0.680683
1343.82,0.689891
1344.85,0.695422
1345.87,0.689544
1346.90,0.698088
1347.92,0.698353
1348.95,0.693468
1349.98,0.688591
1351.00,0.708993
1352.03,0.712808
1353.05,0.699178
1354.08,0.708854
1355.11,0.716626
1356.13,0.717626
1357.16,0.722899
1358.18,0.743303
1359.21,0.724090
1360.23,0.734422
1361.26,0.734682
1362.29,0.742741
1363.31,0.751156
1364.34,0.750615
1365.36,0.759380
1366.39,0.762633
1367.42,0.765707
1368.44,0.753985
1369.47,0.764501
1370.49,0.775837
1371.52,0.763917
1372.55,0.781122
1373.57,0.789817
1374.60,0.793892
1375.62,0.811067
1376.65,0.812662
1377.67,0.817638
1378.70,0.813141
1379.73,0.829732
1380.75,0.824212
1381.78,0.858368
1382.80,0.849847
1383.83,0.855202
1384.86,0.863823
1385.88,0.866607
1386.91,0.894050
1387.93,0.885479
1388.96,0.884396
1389.99,0.896655
1391.01,0.899742
1392.04,0.929558
1393.06,0.916966
1394.09,0.931425
1395.11,0.943902
1396.14,0.957721
1397.17,0.971781
1398.19,0.975080
1399.22,0.984083
1400.24,0.988577
1401.27,0.991076
1402.30,0.995201
1403.32,1.010265
1404.35,1.022131
1405.37,1.024204
1406.40,1.041932
1407.43,1.055335
1408.45,1.054382
1409.48,1.073860
1410.50,1.087178
1411.53,1.094547
1412.55,1.089263
1413.58,1.115612
1414.61,1.117252
1415.63,1.133342
1416.66,1.130379
1417.68,1.154137
1418.71,1.147917
1419.74,1.157323
1420.76,1.158577
1421.79,1.184754
1422.81,1.180746
1423.84,1.191720
1424.87,1.208456
1425.89,1.198628
1426.92,1.230958
1427.94,1.221380
1428.97,1.230587
1430.00,1.233279
1431.02,1.232849
1432.05,1.250451
1433.07,1.263746
1434.10,1.239164
1435.12,1.269834
1436.15,1.272012
1437.18,1.289547
1438.20,1.278262
1439.23,1.287236
1440.25,1.284796
1441.28,1.279374
1442.31,1.289426
1443.33,1.307404
1444.36,1.292921
1445.38,1.310814
1446.41,1.299387
1447.44,1.310347
1448.46,1.313340
1449.49,1.299743
1450.51,1.316162
1451.54,1.312541
1452.56,1.300283
1453.59,1.310183
1454.62,1.320565
1455.64,1.300107
1456.67,1.296484
1457.69,1.304059
1458.72,1.300351
1459.75,1.294447
1460.77,1.287669
1461.80,1.299227
1462.82,1.279118
1463.85,1.281200
1464.88,1.265582
1465.90,1.282624
1466.93,1.275249
1467.95,1.259234
1468.98,1.276006
1470.00,1.268531
1471.03,1.251534
1472.06,1.242626
1473.08,1.221587
1474.11,1.231070
1475.13,1.211147
1476.16,1.204365
1477.19,1.211810
1478.21,1.206437
1479.24,1.192306
1480.26,1.183545
1481.29,1.184699
1482.32,1.173336
1483.34,1.160574
1484.37,1.164324
1485.39,1.136377
1486.42,1.125459
1487.45,1.131470
1488.47,1.119669
1489.50,1.102841
1490.52,1.094792
1491.55,1.083924
1492.57,1.089294
1493.60,1.080800
1494.63,1.059499
1495.65,1.057839
1496.68,1.043587
1497.70,1.047416
1498.73,1.038187
1499.76,1.019960
1500.78,1.021362
1501.81,1.016549
1502.83,1.020387
1503.86,1.002198
1504.89,0.985730
1505.91,0.962391
1506.94,0.973046
1507.96,0.964027
1508.99,0.957085
1510.01,0.951396
1511.04,0.937026
1512.07,0.924338
1513.09,0.918550
1514.12,0.923140
1515.14,0.911239
1516.17,0.896647
1517.20,0.893849
1518.22,0.895473
1519.25,0.890642
1520.27,0.881498
1521.30,0.888107
1522.33,0.875099
1523.35,0.864651
1524.38,0.861868
1525.40,0.853377
1526.43,0.857872
1527.45,0.855086
1528.48,0.840112
1529.51,0.842343
1530.53,0.839525
1531.56,0.831673
1532.58,0.804488
1533.61,0.822040
1534.64,0.824111
1535.66,0.807191
1536.69,0.807016
1537.71,0.803740
1538.74,0.804871
1539.77,0.798844
1540.79,0.805228
1541.82,0.790781
1542.84,0.789664
1543.87,0.793077
1544.89,0.791731
1545.92,0.801343
1546.95,0.788929
1547.97,0.786390
1549.00,0.782253
1550.02,0.779473
1551.05,0.782301
1552.08,0.788863
1553.10,0.778157
1554.13,0.782681
1555.15,0.777132
1556.18,0.770858
1557.21,0.758757
1558.23,0.758771
1559.26,0.775995
1560.28,0.762289
1561.31,0.789111
1562.34,0.762016
1563.36,0.774814
1564.39,0.780834
1565.41,0.767162
1566.44,0.757803
1567.46,0.757976
1568.49,0.756620
1569.52,0.749684
1570.54,0.779075
1571.57,0.766895
1572.59,0.771385
1573.62,0.769024
1574.65,0.756662
1575.67,0.759911
1576.70,0.773415
1577.72,0.752105
1578.75,0.762870
1579.78,0.777889
1580.80,0.753054
1581.83,0.760439
1582.85,0.767670
1583.88,0.767713
1584.90,0.763124
1585.93,0.767100
1586.96,0.768021
1587.98,0.767245
1589.01,0.751392
1590.03,0.758784
1591.06,0.781229
1592.09,0.759840
1593.11,0.775833
1594.14,0.758345
1595.16,0.769099
1596.19,0.754653
1597.22,0.769805
1598.24,0.749245
1599.27,0.764851
1600.29,0.765199
1601.32,0.758601
1602.34,0.766401
1603.37,0.771225
1604.40,0.762616
1605.42,0.759989
1606.45,0.763910
1607.47,0.780442
1608.50,0.771037
1609.53,0.797637
1610.55,0.765926
1611.58,0.762431
1612.60,0.773339
1613.63,0.777337
1614.66,0.768551
1615.68,0.774230
1616.71,0.771361
1617.73,0.761037
1618.76,0.775639
1619.79,0.785970
1620.81,0.793475
1621.84,0.768747
1622.86,0.770640
1623.89,0.789266
1624.91,0.777522
1625.94,0.779827
1626.97,0.779812
1627.99,0.759338
1629.02,0.778371
1630.04,0.800010
1631.07,0.783479
1632.10,0.778968
1633.12,0.793339
1634.15,0.796768
1635.17,0.794953
1636.20,0.777616
1637.23,0.782906
1638.25,0.777333
1639.28,0.784367
1640.30,0.807920
1641.33,0.779540
1642.35,0.788648
1643.38,0.794104
1644.41,0.795430
1645.43,0.797547
1646.46,0.813256
1647.48,0.802108
1648.51,0.792108
1649.54,0.786856
1650.56,0.797673
1651.59,0.802100
1652.61,0.801247
1653.64,0.797554
1654.67,0.795582
1655.69,0.799219
1656.72,0.814697
1657.74,0.804745
1658.77,0.811337
1659.79,0.816425
1660.82,0.806063
1661.85,0.818017
1662.87,0.812222
1663.90,0.818878
1664.92,0.832823
1665.95,0.837915
1666.98,0.838972
1668.00,0.837657
1669.03,0.821620
1670.05,0.829516
1671.08,0.837485
1672.11,0.829478
1673.13,0.843101
1674.16,0.831896
1675.18,0.863376
1676.21,0.842556
1677.23,0.850530
1678.26,0.857029
1679.29,0.856775
1680.31,0.877556
1681.34,0.873994
1682.36,0.868713
1683.39,0.885979
1684.42,0.871442
1685.44,0.878541
1686.47,0.881152
1687.49,0.883990
1688.52,0.885718
1689.55,0.878093
1690.57,0.898939
1691.60,0.908755
1692.62,0.903236
1693.65,0.915049
1694.68,0.918338
1695.70,0.933164
1696.73,0.919346
1697.75,0.911043
1698.78,0.925531
1699.80,0.922901
1700.83,0.945163
1701.86,0.956353
1702.88,0.951244
1703.91,0.948125
1704.93,0.953990
1705.96,0.959731
1706.99,0.954657
1708.01,0.947924
1709.04,0.961554
1710.06,0.966633
1711.09,0.982472
1712.12,0.994815
1713.14,0.986188
1714.17,0.997258
1715.19,0.991611
1716.22,0.985596
1717.24,0.996860
1718.27,0.983256
1719.30,0.989911
1720.32,1.007590
1721.35,0.996292
1722.37,0.982299
1723.40,0.992805
1724.43,1.003289
1725.45,1.003835
1726.48,1.012681
1727.50,1.005484
1728.53,1.011788
1729.56,1.019148
1730.58,1.000469
1731.61,1.008944
1732.63,1.010088
1733.66,1.018780
1734.68,1.011519
1735.71,1.014632
1736.74,1.003524
1737.76,1.008974
1738.79,1.003554
1739.81,1.007886
1740.84,1.013556
1741.87,1.002335
1742.89,1.001974
1743.92,1.006425
1744.94,0.991907
1745.97,0.997801
1747.00,1.009668
1748.02,0.996874
1749.05,0.996441
1750.07,0.989809
1751.10,0.985263
1752.13,0.982294
1753.15,0.986304
1754.18,0.985826
1755.20,0.980922
1756.23,0.980931
1757.25,0.982125
1758.28,0.977107
1759.31,0.971380
1760.33,0.978651
1761.36,0.953450
1762.38,0.973765
1763.41,0.950826
1764.44,0.965237
1765.46,0.950633
1766.49,0.952549
1767.51,0.944292
1768.54,0.946485
1769.57,0.946139
1770.59,0.942488
1771.62,0.938611
1772.64,0.935963
1773.67,0.928199
1774.69,0.937979
1775.72,0.939718
1776.75,0.926422
1777.77,0.930429
1778.80,0.930718
1779.82,0.916289
1780.85,0.932796
1781.88,0.931099
1782.90,0.930385
1783.93,0.920813
1784.95,0.922636
1785.98,0.927104
1787.01,0.930176
1788.03,0.923510
1789.06,0.939820
1790.08,0.939028
1791.11,0.909349
1792.13,0.913507
1793.16,0.912481
1794.19,0.921001
1795.21,0.920001
1796.24,0.930417
1797.26,0.920608
1798.29,0.936746
1799.32,0.925353
1800.34,0.928775
1801.37,0.939821
1802.39,0.942609
1803.42,0.926975
1804.45,0.945959
1805.47,0.950303
1806.50,0.929297
1807.52,0.939530
1808.55,0.950570
1809.57,0.951040
1810.60,0.955919
1811.63,0.956867
1812.65,0.965894
1813.68,0.975973
1814.70,0.973945
1815.73,0.961787
1816.76,0.968848
1817.78,0.978406
1818.81,0.976544
1819.83,0.989119
1820.86,0.995357
1821.89,0.992123
1822.91,0.995545
1823.94,0.996117
1824.96,1.005851
1825.99,1.011237
1827.02,0.999097
1828.04,1.017863
1829.07,1.022713
1830.09,1.018054
1831.12,1.029449
1832.14,1.048408
1833.17,1.044106
1834.20,1.044582
1835.22,1.039769
1836.25,1.057744
1837.27,1.065898
1838.30,1.083944
1839.33,1.069688
1840.35,1.074256
1841.38,1.096948
1842.40,1.105538
1843.43,1.090374
1844.46,1.101467
1845.48,1.115790
1846.51,1.119287
1847.53,1.130734
1848.56,1.135168
1849.58,1.132959
1850.61,1.145716
1851.64,1.163829
1852.66,1.166945
1853.69,1.171327
1854.71,1.192447
1855.74,1.194915
1856.77,1.191603
1857.79,1.197957
1858.82,1.203234
1859.84,1.219981
1860.87,1.225918
1861.90,1.229455
1862.92,1.236619
1863.95,1.250186
1864.97,1.265359
1866.00,1.263722
1867.02,1.274633
1868.05,1.278190
1869.08,1.305477
1870.10,1.289455
1871.13,1.306390
1872.15,1.315164
1873.18,1.333531
1874.21,1.330552
1875.23,1.351117
1876.26,1.352687
1877.28,1.363388
1878.31,1.368326
1879.34,1.381186
1880.36,1.387063
1881.39,1.393787
1882.41,1.399993
1883.44,1.413366
1884.47,1.407791
1885.49,1.427086
1886.52,1.442726
1887.54,1.432359
1888.57,1.431935
1889.59,1.454340
1890.62,1.472759
1891.65,1.481783
