wavelength_nm,absorbance
566.19,0.398857
567.22,0.399684
568.25,0.380640
569.27,0.369352
570.30,0.390611
571.32,0.388228
572.35,0.393995
573.38,0.379602
574.40,0.379419
575.43,0.387719
576.45,0.393782
577.48,0.391361
578.51,0.383873
579.53,0.379210
580.56,0.393956
581.58,0.394735
582.61,0.392493
583.63,0.395312
584.66,0.392652
585.69,0.390231
586.71,0.381579
587.74,0.392281
588.76,0.389479
589.79,0.401266
590.82,0.392728
591.84,0.390234
592.87,0.398464
593.89,0.395801
594.92,0.402656
595.95,0.384506
596.97,0.386670
598.00,0.389831
599.02,0.401178
600.05,0.409173
601.07,0.394354
602.10,0.400930
603.13,0.401460
604.15,0.405906
605.18,0.386960
606.20,0.393958
607.23,0.411214
608.26,0.407662
609.28,0.414215
610.31,0.409781
611.33,0.407260
612.36,0.401921
613.39,0.389637
614.41,0.395543
615.44,0.392478
616.46,0.413295
617.49,0.402118
618.51,0.392574
619.54,0.403660
620.57,0.399577
621.59,0.402818
622.62,0.399064
623.64,0.397465
624.67,0.401218
625.70,0.412658
626.72,0.400547
627.75,0.407281
628.77,0.411570
629.80,0.416044
630.83,0.404320
631.85,0.402389
632.88,0.409789
633.90,0.422183
634.93,0.411780
635.96,0.400879
636.98,0.419947
638.01,0.418178
639.03,0.413646
640.06,0.417868
641.08,0.429518
642.11,0.418649
643.14,0.426356
644.16,0.419538
645.19,0.417271
646.21,0.419051
647.24,0.411327
648.27,0.411816
649.29,0.432154
650.32,0.419369
651.34,0.422263
652.37,0.423632
653.40,0.420947
654.42,0.408477
655.45,0.441230
656.47,0.422715
657.50,0.408604
658.52,0.430126
659.55,0.421696
660.58,0.415225
661.60,0.435302
662.63,0.434393
663.65,0.427003
664.68,0.427683
665.71,0.423970
666.73,0.431115
667.76,0.438485
668.78,0.410812
669.81,0.428895
670.84,0.429078
671.86,0.429328
672.89,0.421121
673.91,0.437212
674.94,0.433139
675.96,0.420547
676.99,0.438151
678.02,0.433929
679.04,0.433225
680.07,0.424597
681.09,0.432002
682.12,0.451398
683.15,0.426635
684.17,0.430514
685.20,0.434468
686.22,0.450569
687.25,0.441187
688.28,0.438237
689.30,0.431723
690.33,0.436881
691.35,0.433688
692.38,0.444670
693.40,0.438343
694.43,0.434866
695.46,0.433345
696.48,0.426977
697.51,0.441672
698.53,0.424038
699.56,0.436617
700.59,0.425496
701.61,0.434294
702.64,0.443842
703.66,0.443316
704.69,0.435987
705.72,0.441861
706.74,0.440351
707.77,0.441067
708.79,0.455048
709.82,0.440162
710.85,0.436897
711.87,0.456331
712.90,0.430819
713.92,0.453287
714.95,0.443804
715.97,0.441824
717.00,0.459968
718.03,0.451479
719.05,0.442770
720.08,0.453030
721.10,0.455529
722.13,0.460319
723.16,0.442083
724.18,0.442232
725.21,0.445742
726.23,0.446004
727.26,0.448211
728.29,0.444622
729.31,0.448745
730.34,0.449255
731.36,0.458494
732.39,0.465804
733.41,0.468555
734.44,0.467060
735.47,0.447942
736.49,0.435553
737.52,0.447418
738.54,0.456347
739.57,0.457989
740.60,0.464099
741.62,0.456414
742.65,0.455247
743.67,0.461588
744.70,0.445818
745.73,0.449373
746.75,0.451173
747.78,0.457111
748.80,0.466236
749.83,0.445547
750.85,0.463173
751.88,0.464669
752.91,0.467072
753.93,0.447865
754.96,0.468407
755.98,0.459948
757.01,0.469581
758.04,0.465896
759.06,0.466030
760.09,0.457516
761.11,0.467770
762.14,0.462970
763.17,0.451029
764.19,0.468087
765.22,0.476846
766.24,0.460257
767.27,0.471653
768.30,0.469742
769.32,0.471055
770.35,0.454111
771.37,0.475760
772.40,0.471933
773.42,0.476953
774.45,0.457410
775.48,0.462872
776.50,0.474442
777.53,0.467468
778.55,0.480290
779.58,0.462528
780.61,0.470927
781.63,0.462820
782.66,0.477634
783.68,0.467035
784.71,0.481726
785.74,0.479002
786.76,0.467099
787.79,0.481380
788.81,0.460772
789.84,0.474777
790.86,0.466203
791.89,0.464454
792.92,0.477091
793.94,0.483695
794.97,0.485572
795.99,0.480319
797.02,0.473116
798.05,0.470969
799.07,0.479736
800.10,0.489315
801.12,0.475188
802.15,0.482363
803.18,0.485389
804.20,0.476369
805.23,0.469832
806.25,0.497900
807.28,0.474350
808.30,0.484683
809.33,0.469466
810.36,0.471410
811.38,0.477928
812.41,0.484172
813.43,0.485627
814.46,0.479082
815.49,0.483922
816.51,0.480956
817.54,0.504423
818.56,0.487004
819.59,0.490080
820.62,0.486580
821.64,0.483744
822.67,0.485069
823.69,0.472542
824.72,0.491338
825.74,0.500731
826.77,0.497529
827.80,0.494963
828.82,0.488384
829.85,0.484726
830.87,0.498878
831.90,0.496801
832.93,0.490861
833.95,0.484626
834.98,0.499236
836.00,0.500272
837.03,0.489261
838.06,0.501588
839.08,0.501336
840.11,0.487211
841.13,0.493390
842.16,0.495607
843.19,0.483143
844.21,0.487653
845.24,0.497155
846.26,0.480137
847.29,0.503178
848.31,0.498306
849.34,0.487223
850.37,0.503868
851.39,0.503676
852.42,0.483708
853.44,0.496601
854.47,0.492447
855.50,0.493993
856.52,0.501947
857.55,0.496455
858.57,0.501336
859.60,0.505939
860.63,0.503860
861.65,0.510019
862.68,0.506475
863.70,0.503005
864.73,0.502991
865.75,0.485769
866.78,0.500528
867.81,0.500870
868.83,0.506221
869.86,0.500814
870.88,0.508786
871.91,0.508342
872.94,0.508768
873.96,0.511979
874.99,0.507846
876.01,0.508708
877.04,0.501656
878.07,0.510899
879.09,0.515207
880.12,0.498859
881.14,0.514982
882.17,0.508290
883.19,0.503672
884.22,0.516194
885.25,0.503912
886.27,0.522173
887.30,0.512250
888.32,0.499587
889.35,0.503526
890.38,0.519239
891.40,0.510100
892.43,0.520630
893.45,0.517275
894.48,0.506414
895.51,0.524343
896.53,0.515482
897.56,0.531843
898.58,0.514765
899.61,0.528162
900.64,0.523823
901.66,0.547713
902.69,0.522826
903.71,0.524933
904.74,0.512707
905.76,0.516007
906.79,0.522881
907.82,0.524962
908.84,0.521819
909.87,0.528291
910.89,0.523060
911.92,0.530453
912.95,0.539935
913.97,0.526470
915.00,0.516081
916.02,0.527119
917.05,0.517961
918.08,0.516023
919.10,0.523345
920.13,0.533655
921.15,0.523470
922.18,0.525200
923.20,0.543011
924.23,0.530223
925.26,0.530389
926.28,0.539179
927.31,0.543371
928.33,0.519033
929.36,0.546006
930.39,0.536628
931.41,0.544724
932.44,0.530831
933.46,0.539784
934.49,0.534081
935.52,0.542335
936.54,0.533077
937.57,0.519259
938.59,0.545707
939.62,0.533749
940.64,0.541118
941.67,0.532927
942.70,0.530225
943.72,0.526303
944.75,0.543867
945.77,0.538228
946.80,0.532847
947.83,0.555036
948.85,0.541650
949.88,0.548276
950.90,0.545398
951.93,0.541640
952.96,0.531585
953.98,0.531837
955.01,0.547982
956.03,0.537551
957.06,0.530747
958.09,0.532446
959.11,0.551437
960.14,0.546267
961.16,0.542320
962.19,0.545910
963.21,0.548882
964.24,0.533708
965.27,0.550550
966.29,0.556460
967.32,0.535828
968.34,0.556716
969.37,0.532827
970.40,0.547617
971.42,0.533013
972.45,0.540290
973.47,0.549714
974.50,0.548604
975.53,0.568342
976.55,0.536084
977.58,0.538693
978.60,0.561587
979.63,0.550891
980.65,0.570192
981.68,0.551216
982.71,0.537247
983.73,0.556778
984.76,0.556787
985.78,0.545059
986.81,0.553809
987.84,0.556949
988.86,0.547758
989.89,0.561884
990.91,0.555854
991.94,0.569023
992.97,0.553131
993.99,0.557514
995.02,0.567198
996.04,0.565294
997.07,0.558712
998.09,0.565321
999.12,0.556298
1000.15,0.561076
1001.17,0.563723
1002.20,0.554529
1003.22,0.569546
1004.25,0.566876
1005.28,0.551275
1006.30,0.551664
1007.33,0.558760
1008.35,0.566438
1009.38,0.553918
1010.41,0.556372
1011.43,0.551427
1012.46,0.561011
1013.48,0.579922
1014.51,0.583437
1015.53,0.567061
1016.56,0.560401
1017.59,0.570748
1018.61,0.555506
1019.64,0.569594
1020.66,0.583102
1021.69,0.579518
1022.72,0.558710
1023.74,0.575978
1024.77,0.575752
1025.79,0.570828
1026.82,0.570076
1027.85,0.555080
1028.87,0.576739
1029.90,0.572057
1030.92,0.582699
1031.95,0.564253
1032.98,0.573582
1034.00,0.579361
1035.03,0.561392
1036.05,0.579181
1037.08,0.560838
1038.10,0.571917
1039.13,0.578701
1040.16,0.566047
1041.18,0.588099
1042.21,0.585296
1043.23,0.576808
1044.26,0.588310
1045.29,0.571378
1046.31,0.586397
1047.34,0.585202
1048.36,0.576890
1049.39,0.580111
1050.42,0.588324
1051.44,0.575659
1052.47,0.570790
1053.49,0.589857
1054.52,0.582057
1055.54,0.593882
1056.57,0.589955
1057.60,0.590462
1058.62,0.593214
1059.65,0.595677
1060.67,0.593002
1061.70,0.594208
1062.73,0.581551
1063.75,0.585021
1064.78,0.600415
1065.80,0.580395
1066.83,0.581345
1067.86,0.579769
1068.88,0.592829
1069.91,0.591910
1070.93,0.581502
1071.96,0.588333
1072.98,0.588109
1074.01,0.588601
1075.04,0.591197
1076.06,0.589207
1077.09,0.589717
1078.11,0.588339
1079.14,0.565797
1080.17,0.590003
1081.19,0.585955
1082.22,0.585227
1083.24,0.603639
1084.27,0.587135
1085.30,0.605361
1086.32,0.603949
1087.35,0.592818
1088.37,0.597611
1089.40,0.598028
1090.43,0.602820
1091.45,0.592170
1092.48,0.594536
1093.50,0.616670
1094.53,0.591556
1095.55,0.594017
1096.58,0.610099
1097.61,0.595899
1098.63,0.604104
1099.66,0.615860
1100.68,0.597971
1101.71,0.607101
1102.74,0.605594
1103.76,0.584461
1104.79,0.587947
1105.81,0.609716
1106.84,0.612484
1107.87,0.598518
1108.89,0.595759
1109.92,0.603401
1110.94,0.600346
1111.97,0.598706
1112.99,0.607027
1114.02,0.613176
1115.05,0.604896
1116.07,0.610683
1117.10,0.617204
1118.12,0.601879
1119.15,0.613684
1120.18,0.605502
1121.20,0.625364
1122.23,0.604584
1123.25,0.602101
1124.28,0.609208
1125.31,0.603905
1126.33,0.606458
1127.36,0.591034
1128.38,0.611344
1129.41,0.628576
1130.43,0.619208
1131.46,0.616840
1132.49,0.629267
1133.51,0.610854
1134.54,0.613908
1135.56,0.627978
1136.59,0.605762
1137.62,0.605869
1138.64,0.607817
1139.67,0.622265
1140.69,0.595069
1141.72,0.617951
1142.75,0.631240
1143.77,0.609066
1144.80,0.623241
1145.82,0.611248
1146.85,0.618830
1147.87,0.627946
1148.90,0.619129
1149.93,0.617862
1150.95,0.599915
1151.98,0.621192
1153.00,0.608891
1154.03,0.625485
1155.06,0.618989
1156.08,0.628096
1157.11,0.636613
1158.13,0.626535
1159.16,0.620491
1160.19,0.608670
1161.21,0.615663
1162.24,0.616290
1163.26,0.622461
1164.29,0.619268
1165.32,0.625145
1166.34,0.618873
1167.37,0.626906
1168.39,0.626561
1169.42,0.624423
1170.44,0.632411
1171.47,0.625714
1172.50,0.650945
1173.52,0.621811
1174.55,0.609132
1175.57,0.636891
1176.60,0.630470
1177.63,0.635096
1178.65,0.633920
1179.68,0.615353
1180.70,0.628534
1181.73,0.640129
1182.76,0.643241
1183.78,0.618745
1184.81,0.627104
1185.83,0.626318
1186.86,0.627343
1187.88,0.644586
1188.91,0.631874
1189.94,0.640872
1190.96,0.614755
1191.99,0.634141
1193.01,0.642509
1194.04,0.641670
1195.07,0.629357
1196.09,0.631696
1197.12,0.625433
1198.14,0.637778
1199.17,0.639922
1200.20,0.653545
1201.22,0.642039
1202.25,0.650620
1203.27,0.647250
1204.30,0.627076
1205.32,0.647548
1206.35,0.641822
1207.38,0.641079
1208.40,0.643113
1209.43,0.652028
1210.45,0.657183
1211.48,0.636060
1212.51,0.650959
1213.53,0.648978
1214.56,0.641261
1215.58,0.647276
1216.61,0.643316
1217.64,0.660859
1218.66,0.644318
1219.69,0.664360
1220.71,0.641352
1221.74,0.651073
1222.77,0.656453
1223.79,0.640550
1224.82,0.652975
1225.84,0.653498
1226.87,0.643971
1227.89,0.659562
1228.92,0.652581
1229.95,0.639737
1230.97,0.664405
1232.00,0.660108
1233.02,0.659545
1234.05,0.651866
1235.08,0.646163
1236.10,0.661830
1237.13,0.660107
1238.15,0.656159
1239.18,0.646866
1240.21,0.641791
1241.23,0.653544
1242.26,0.654212
1243.28,0.653693
1244.31,0.647510
1245.33,0.654098
1246.36,0.664530
1247.39,0.655917
1248.41,0.652271
1249.44,0.670101
1250.46,0.663710
1251.49,0.664056
1252.52,0.650635
1253.54,0.656099
1254.57,0.658741
1255.59,0.673879
1256.62,0.650477
1257.65,0.666593
1258.67,0.673806
1259.70,0.674656
1260.72,0.676614
1261.75,0.652550
1262.77,0.674773
1263.80,0.675084
1264.83,0.660134
1265.85,0.677540
1266.88,0.667597
1267.90,0.675893
1268.93,0.680013
1269.96,0.678756
1270.98,0.670562
1272.01,0.665180
1273.03,0.675705
1274.06,0.669636
1275.09,0.667072
1276.11,0.677265
1277.14,0.666322
1278.16,0.659180
1279.19,0.674941
1280.21,0.662401
1281.24,0.659675
1282.27,0.668546
1283.29,0.661018
1284.32,0.670025
1285.34,0.655723
1286.37,0.683581
1287.40,0.680775
1288.42,0.683433
1289.45,0.667075
1290.47,0.662336
1291.50,0.676839
1292.53,0.680340
1293.55,0.674805
1294.58,0.676271
1295.60,0.685254
1296.63,0.680074
1297.66,0.680300
1298.68,0.685925
1299.71,0.674353
1300.73,0.686652
1301.76,0.693556
1302.78,0.670479
1303.81,0.676750
1304.84,0.694174
1305.86,0.694117
1306.89,0.663498
1307.91,0.684054
1308.94,0.696765
1309.97,0.697847
1310.99,0.680513
1312.02,0.696471
1313.04,0.683012
1314.07,0.680815
1315.10,0.695417
1316.12,0.694278
1317.15,0.688399
1318.17,0.713726
1319.20,0.689883
1320.22,0.683223
1321.25,0.700830
1322.28,0.692025
1323.30,0.705034
1324.33,0.685462
1325.35,0.707896
1326.38,0.695366
1327.41,0.697136
1328.43,0.686699
1329.46,0.704652
1330.48,0.699221
1331.51,0.701737
1332.54,0.702822
1333.56,0.707930
1334.59,0.716087
1335.61,0.707044
1336.64,0.702055
1337.66,0.699129
1338.69,0.725828
1339.72,0.703879
1340.74,0.717782
1341.77,0.716005
1342.79,0.713150
1343.82,0.722679
1344.85,0.724273
1345.87,0.734883
1346.90,0.732295
1347.92,0.721760
1348.95,0.730138
1349.98,0.731805
1351.00,0.744250
1352.03,0.728687
1353.05,0.755486
1354.08,0.750623
1355.11,0.757394
1356.13,0.752313
1357.16,0.756437
1358.18,0.743129
1359.21,0.755332
1360.23,0.756068
1361.26,0.766495
1362.29,0.755726
1363.31,0.784980
1364.34,0.788523
1365.36,0.782906
1366.39,0.789672
1367.42,0.798431
1368.44,0.777992
1369.47,0.785183
1370.49,0.803690
1371.52,0.810280
1372.55,0.817215
1373.57,0.831148
1374.60,0.820847
1375.62,0.826797
1376.65,0.839355
1377.67,0.846726
1378.70,0.843968
1379.73,0.854092
1380.75,0.834406
1381.78,0.878997
1382.80,0.876943
1383.83,0.876046
1384.86,0.877843
1385.88,0.889880
1386.91,0.899133
1387.93,0.898049
1388.96,0.912531
1389.99,0.895563
1391.01,0.937316
1392.04,0.930771
1393.06,0.931632
1394.09,0.946986
1395.11,0.972738
1396.14,0.963150
1397.17,0.959413
1398.19,0.980981
1399.22,0.987031
1400.24,0.993982
1401.27,1.008381
1402.30,0.999293
1403.32,1.015384
1404.35,1.028906
1405.37,1.038971
1406.40,1.049869
1407.43,1.059602
1408.45,1.069800
1409.48,1.086821
1410.50,1.089331
1411.53,1.089195
1412.55,1.084722
1413.58,1.124010
1414.61,1.118120
1415.63,1.133111
1416.66,1.151921
1417.68,1.140815
1418.71,1.154403
1419.74,1.147704
1420.76,1.168888
1421.79,1.184626
1422.81,1.173968
1423.84,1.186218
1424.87,1.194510
1425.89,1.208053
1426.92,1.205248
1427.94,1.232313
1428.97,1.223481
1430.00,1.232436
1431.02,1.242142
1432.05,1.253724
1433.07,1.244969
1434.10,1.265964
1435.12,1.258305
1436.15,1.266348
1437.18,1.279328
1438.20,1.269732
1439.23,1.279351
1440.25,1.285503
1441.28,1.286000
1442.31,1.284235
1443.33,1.305437
1444.36,1.311340
1445.38,1.292759
1446.41,1.296000
1447.44,1.301900
1448.46,1.306029
1449.49,1.296169
1450.51,1.312194
1451.54,1.306689
1452.56,1.300262
1453.59,1.306725
1454.62,1.287159
1455.64,1.288406
1456.67,1.282863
1457.69,1.305829
1458.72,1.296983
1459.75,1.297503
1460.77,1.282325
1461.80,1.277470
1462.82,1.288446
1463.85,1.285151
1464.88,1.288830
1465.90,1.279136
1466.93,1.262361
1467.95,1.262036
1468.98,1.256532
1470.00,1.260751
1471.03,1.233518
1472.06,1.242697
1473.08,1.230917
1474.11,1.226766
1475.13,1.216706
1476.16,1.204978
1477.19,1.203867
1478.21,1.187406
1479.24,1.178670
1480.26,1.187493
1481.29,1.184781
1482.32,1.180082
1483.34,1.170492
1484.37,1.159919
1485.39,1.147611
1486.42,1.141458
1487.45,1.132689
1488.47,1.122001
1489.50,1.114740
1490.52,1.099289
1491.55,1.097255
1492.57,1.091127
1493.60,1.080975
1494.63,1.069034
1495.65,1.071304
1496.68,1.059604
1497.70,1.039333
1498.73,1.046576
1499.76,1.046121
1500.78,1.035223
1501.81,1.020792
1502.83,1.008237
1503.86,0.997874
1504.89,0.994551
1505.91,1.002671
1506.94,0.974894
1507.96,0.973656
1508.99,0.984220
1510.01,0.958319
1511.04,0.944779
1512.07,0.940977
1513.09,0.938178
1514.12,0.945721
1515.14,0.957523
1516.17,0.938757
1517.20,0.916082
1518.22,0.924467
1519.25,0.914208
1520.27,0.916161
1521.30,0.893689
1522.33,0.890091
1523.35,0.883450
1524.38,0.893926
1525.40,0.887408
1526.43,0.879811
1527.45,0.874445
1528.48,0.870135
1529.51,0.872415
1530.53,0.867821
1531.56,0.853441
1532.58,0.847022
1533.61,0.852545
1534.64,0.848745
1535.66,0.851151
1536.69,0.841369
1537.71,0.843483
1538.74,0.832158
1539.77,0.826780
1540.79,0.834659
1541.82,0.819619
1542.84,0.823288
1543.87,0.838871
1544.89,0.812578
1545.92,0.824623
1546.95,0.819201
1547.97,0.807354
1549.00,0.795910
1550.02,0.813979
1551.05,0.791076
1552.08,0.814138
1553.10,0.806291
1554.13,0.802466
1555.15,0.802283
1556.18,0.808402
1557.21,0.808725
1558.23,0.796220
1559.26,0.791750
1560.28,0.803474
1561.31,0.787496
1562.34,0.800561
1563.36,0.792455
1564.39,0.799659
1565.41,0.789890
1566.44,0.800975
1567.46,0.795972
1568.49,0.795996
1569.52,0.810750
1570.54,0.791342
1571.57,0.791991
1572.59,0.788391
1573.62,0.794590
1574.65,0.802896
1575.67,0.804931
1576.70,0.791661
1577.72,0.804521
1578.75,0.789328
1579.78,0.784269
1580.80,0.788278
1581.83,0.787923
1582.85,0.798944
1583.88,0.797452
1584.90,0.807643
1585.93,0.791837
1586.96,0.789728
1587.98,0.803876
1589.01,0.783312
1590.03,0.791862
1591.06,0.807908
1592.09,0.799965
1593.11,0.787646
1594.14,0.795837
1595.16,0.810348
1596.19,0.797465
1597.22,0.791377
1598.24,0.796817
1599.27,0.808118
1600.29,0.807795
1601.32,0.803777
1602.34,0.806060
1603.37,0.810098
1604.40,0.807638
1605.42,0.805097
1606.45,0.795698
1607.47,0.799881
1608.50,0.798040
1609.53,0.799958
1610.55,0.808665
1611.58,0.785855
1612.60,0.800464
1613.63,0.817219
1614.66,0.813973
1615.68,0.804902
1616.71,0.814375
1617.73,0.799294
1618.76,0.811762
1619.79,0.807450
1620.81,0.811790
1621.84,0.810197
1622.86,0.823040
1623.89,0.808882
1624.91,0.798955
1625.94,0.816651
1626.97,0.816128
1627.99,0.816716
1629.02,0.816864
1630.04,0.812849
1631.07,0.805257
1632.10,0.816773
1633.12,0.830634
1634.15,0.818631
1635.17,0.805250
1636.20,0.816896
1637.23,0.824371
1638.25,0.816706
1639.28,0.830943
1640.30,0.831243
1641.33,0.829447
1642.35,0.828446
1643.38,0.843850
1644.41,0.836689
1645.43,0.840567
1646.46,0.831384
1647.48,0.843858
1648.51,0.845843
1649.54,0.843919
1650.56,0.846279
1651.59,0.843337
1652.61,0.853740
1653.64,0.839969
1654.67,0.852836
1655.69,0.840802
1656.72,0.852230
1657.74,0.845611
1658.77,0.861389
1659.79,0.848901
1660.82,0.854410
1661.85,0.863358
1662.87,0.860397
1663.90,0.874516
1664.92,0.870417
1665.95,0.877371
1666.98,0.878282
1668.00,0.893620
1669.03,0.890949
1670.05,0.902891
1671.08,0.895404
1672.11,0.889836
1673.13,0.900380
1674.16,0.918026
1675.18,0.917055
1676.21,0.919563
1677.23,0.915054
1678.26,0.913345
1679.29,0.923399
1680.31,0.944788
1681.34,0.947804
1682.36,0.945597
1683.39,0.948580
1684.42,0.944671
1685.44,0.953452
1686.47,0.961410
1687.49,0.955075
1688.52,0.982770
1689.55,0.977845
1690.57,0.996172
1691.60,0.982147
1692.62,0.990204
1693.65,0.990146
1694.68,1.003511
1695.70,1.002416
1696.73,1.008690
1697.75,1.014000
1698.78,1.027373
1699.80,1.029782
1700.83,1.018346
1701.86,1.045401
1702.88,1.043077
1703.91,1.058245
1704.93,1.057014
1705.96,1.063560
1706.99,1.065455
1708.01,1.086590
1709.04,1.070593
1710.06,1.095030
1711.09,1.078363
1712.12,1.091421
1713.14,1.105489
1714.17,1.101166
1715.19,1.108273
1716.22,1.115673
1717.24,1.120404
1718.27,1.116564
1719.30,1.106302
1720.32,1.133665
1721.35,1.118680
1722.37,1.113029
1723.40,1.141775
1724.43,1.128593
1725.45,1.129832
1726.48,1.136264
1727.50,1.141788
1728.53,1.142656
1729.56,1.136128
1730.58,1.136632
1731.61,1.142138
1732.63,1.134108
1733.66,1.134903
1734.68,1.132351
1735.71,1.138335
1736.74,1.128697
1737.76,1.131298
1738.79,1.132078
1739.81,1.134848
1740.84,1.128270
1741.87,1.119226
1742.89,1.132196
1743.92,1.127786
1744.94,1.124433
1745.97,1.115111
1747.00,1.104330
1748.02,1.110965
1749.05,1.114851
1750.07,1.110708
1751.10,1.098526
1752.13,1.100121
1753.15,1.093868
1754.18,1.083621
1755.20,1.090651
1756.23,1.081546
1757.25,1.060485
1758.28,1.073424
1759.31,1.066990
1760.33,1.063357
1761.36,1.056778
1762.38,1.048548
1763.41,1.047949
1764.44,1.061049
1765.46,1.043170
1766.49,1.042992
1767.51,1.051087
1768.54,1.027201
1769.57,1.023843
1770.59,1.021294
1771.62,1.013259
1772.64,1.030106
1773.67,1.030192
1774.69,1.003050
1775.72,1.006946
1776.75,1.012738
1777.77,1.008209
1778.80,1.013122
1779.82,0.992324
1780.85,0.975075
1781.88,0.981380
1782.90,0.990086
1783.93,0.983213
1784.95,0.987909
1785.98,0.987529
1787.01,0.985180
1788.03,0.968368
1789.06,0.982352
1790.08,0.973618
1791.11,0.985093
1792.13,0.970501
1793.16,0.977974
1794.19,0.967424
1795.21,0.968418
1796.24,0.977637
1797.26,0.983884
1798.29,0.972816
1799.32,0.964251
1800.34,0.977786
1801.37,0.977954
1802.39,0.965773
1803.42,0.976749
1804.45,0.971597
1805.47,0.978290
1806.50,0.982961
1807.52,0.975164
1808.55,0.974013
1809.57,0.981101
1810.60,0.986470
1811.63,0.989504
1812.65,0.984163
1813.68,0.989748
1814.70,0.994989
1815.73,1.002201
1816.76,0.989264
1817.78,1.003162
1818.81,1.013595
1819.83,1.000660
1820.86,1.010536
1821.89,1.026088
1822.91,1.019180
1823.94,1.020808
1824.96,1.025740
1825.99,1.037107
1827.02,1.029200
1828.04,1.036754
1829.07,1.045799
1830.09,1.052499
1831.12,1.062874
1832.14,1.061656
1833.17,1.065758
1834.20,1.084716
1835.22,1.085737
1836.25,1.089695
1837.27,1.099210
1838.30,1.090164
1839.33,1.082253
1840.35,1.112620
1841.38,1.108190
1842.40,1.111589
1843.43,1.116234
1844.46,1.134597
1845.48,1.133233
1846.51,1.125890
1847.53,1.149903
1848.56,1.164536
1849.58,1.164734
1850.61,1.165435
1851.64,1.170116
1852.66,1.188098
1853.69,1.183783
1854.71,1.189814
1855.74,1.185464
1856.77,1.218936
1857.79,1.213866
1858.82,1.232061
1859.84,1.242270
1860.87,1.235072
1861.90,1.255872
1862.92,1.246687
1863.95,1.270177
1864.97,1.268209
1866.00,1.282059
1867.02,1.266124
1868.05,1.289109
1869.08,1.294361
1870.10,1.298556
1871.13,1.307095
1872.15,1.317850
1873.18,1.325149
1874.21,1.342730
1875.23,1.349088
1876.26,1.352605
1877.28,1.360855
1878.31,1.378327
1879.34,1.365893
1880.36,1.385537
1881.39,1.402493
1882.41,1.404949
1883.44,1.408479
1884.47,1.417163
1885.49,1.424962
1886.52,1.431952
1887.54,1.437186
1888.57,1.452027
1889.59,1.451828
1890.62,1.470828
1891.65,1.468822
